label,question,answer
0,Qual é a principal ameaça aos manguezais da Bahia,Apresão urbana costeira
0,qual região do Brasil é o foco do exército brasileiro,Amazonas
0,A fortaleza de Santa Catarina foi construída na boca da qual rio,o rio Arade.
0,Qual é a maior árvore nas florestas da Amazônia,castanha do Brasil
0,Quando a música treina para o Brasil saiu,2005
0,Em que estado do Brasil é a Floresta Nacional da Amazonas,Amazonas.
0,O rio Barreto é em que estado sul-americano,"Pará, Brasil."
0,Qual é o assento do condado em Indiana do Condado de Clay,Brasil
0,Qual foi o nome do submarino brasileiro perdido no Atlântico Sul,San Juan.
1,Quantos litros de óleo vazou da costa do Brasil,416.400.
0,Quantas músicas existem na 6ª temporada de Dolos Brasil,três
0,Como é o clima no UNA Brasil?,quente e úmido
0,Que tipo de floresta é a selva amazônica?,Floresta de Broadleaf Moist.
0,Quantos grandes corredores estão na floresta amazônica,Sete
0,Qual foi o pior desastre de trem no Brasil,Crash de trem de aracaju.
0,O rio Areias em Brasília é um importante fornecedor do que para a construção,areia
0,Qual é o pássaro mais comum encontrado em Monte Brasil?,Falcão
0,Quanto custou a taxa de desmatamento na floresta amazônica,Até 60%
0,Quem fez o rimfire de 32 anos,CBC no Brasil
1,Quanto tempo é a praia da Barra da Tijuca no Rio de Janeiro,18 km.
1,Quando as Ilhas Alcatrazes conseguiram um incêndio,2004
0,Onde o macaco do capuchinho loiro vive?,nordeste do Brasil.
0,A Reserva Extractiva Maracanã Marine está localizada em que país,Brasil
0,Paranasabari é a deusa da doença em que religião,budista
0,Qual país tem mais terra na bacia amazônica,Brasil
0,Quem descobriu o macaco do Titi no Brasil,Marc van roosmalen.
0,Onde o alquimista aconteceu no Rio de Janeiro?,deserto de Mojave
0,Quando foi a última vez que o Brasil teve leis ambientais,Em meados da década de 1990
0,"Em 4 de março de 1952, um trem de passageiros brasileiro descarrilhou em que rio",Rio Pavuna
0,Quais são os nomes das áreas ecologicamente ligadas no Brasil,Corredor da Mata Atlântica Central
0,Qual bacia no Brasil experimentou uma ascensão meteórica em renda da produção de borracha,A bacia amazônica
0,O Amazônia National Park foi projetado para ser acessível através do qual a estrada,rodovia trans-amazônio
0,Qual é o maior estado da Brazilia?,Amazonas.
0,Quem sequestrou Dale em Flesh Gordon Season 2,Lésbicas amazônicas
0,Qual porcentagem da energia consumida em Santa Catarina vem do ITÁ,60%
0,Que tipo de navios pode viajar pelo Delta do Rio Paraná,Panamax tipo
0,Next Modelo Top Modelo Brasil 2 Juízes,Dudu Bertholini
0,Que tipo de cobras são venenosas a rãs venenosas apoiadas vermelhas,Cobras moídas amazônicas
0,Qual é o nome da ilha de barreira perto do novo rio na Flórida,Bahia Mar.
0,Quando a inundação do rio Doce no Brasil,2015
0,Qual foi o nome do avião que caiu na floresta amazônica em 1971,Vôo LANSA 508.
0,Em qual rio o Paraguai invadi Mato Grosso em 1864,Rio Grande do Sul
0,que o Brasil perdeu no 2016 pré-paralímpico,Ucrânia
0,Onde é encontrada vegetação em Mananciais do Rio Parai do Sul,Bioma da Mata Atlântica.
0,onde estava a guarda amazônica estacionada na Nigéria em 2006,Aeroporto Internacional de Namdi Azikiwe
1,Barra Seca é a única praia nua do Brasil.qual cidade é isso,Linhares.
0,Onde os DW vivem na floresta amazônica,Alto Rio Negro
1,Que oceano é para o norte do Brasil,oceano Atlântico
0,Qual é o método de remover árvores da floresta amazônica,Log seletivo
0,Hamza River está localizado em que país,Brasil
0,Onde Lenny Kravitz brincou no Rio de Janeiro,Praia de Copacabana
0,Pico dos Marins é o ponto mais alto de qual cortesia,Montanhas de Mantiqueira
1,Onde os reis da praia ocorrem,Rio de Janeiro
1,em que país sul-americano é a Baía de Babitonga,Brasil
0,Quantas vezes é a floresta amazônica destruída no Brasil,anualmente
1,que construiu a capital do Brasil na baía de todos os santos,Tomé de Sousa.
0,Quantas espécies de insetos estão em um acre da floresta amazônica,70.000.
0,onde é a estação de acasalamento para o morcego pálido de lança,Brasil
0,Quem joga bateria no corpo marinho brasileiro,o BMPDC.
0,qual país sul-americano usa a energia da biomassa como sua principal fonte de eletricidade,Brasil
0,Qual é a precipitação média em Santa Catarina Juquila México,854 mm.
1,Em qual ilha é o forte espanhol do Espírito Santo,Terceira.
0,Onde os europeus fizeram primeiro o Rio de Janeiro,Baía de Guanabara
0,A colônia portuguesa do Brasil foi fundada na placa do rio em que cidade,Buenos Aires.
0,o amazônico é o parente mais próximo do que mamífero,elefantes
0,Qual é o maior estado do Brasil?,Amazonas.
1,Quanto tempo é o litoral da Bahia,"1,103 km."
0,Que cordilheira é para o sul do Mato Grosso do Sul,Cordilheira Dodoquena
0,Qual é o nome completo da Universidade Estadual da Amazonas?,UEA.
0,As montanhas Tumucumaque são o ponto mais alto de qual estado brasileiro,Amapá.
0,que corrente flui através do mar argentino do norte,Brasil atual
0,Que tipo de clima o Espirito Santo tem,tropical
0,Qual é a floresta atlântica brasileira chamada depois de Anne Fontaine?,Mata Atlântica.
0,Quando a floresta amazônica começou a ser destruída?,1970
1,Bahia é um estado localizado na margem leste do Oceano Atlântico em,Brasil
1,Bahia de Loreto National Park está localizado em que Bay,Loreto Bay
1,Praia Mole em Florianópolis Brasil Altura,960 metros
0,O DÂ é um povo indígena de qual país,Brasil
0,Qual é o apelido do jogador de futebol brasileiro Edmundo Alves de Souza,Animal
0,De onde vive o leão de ouro Tamarin no Brasil?,Florestas costeiras do Atlântico.
0,De onde vive o White Crested Guan no Brasil?,a bacia do leste da Amazon
0,onde está o rio Jequitinhonha localizado em um mapa,Brasil
0,onde está o tapírus kabomani encontrado na natureza,floresta amazônica
0,Quanto é a carga do eixo por trem no Brasil,17 T.
0,que cor é a pelagem ventral do mouse cerrado,acinzentado
1,Qual é o nome da maior baía do Brasil?,Baía de todos os santos
0,Qual país tem a área mais protegida da floresta amazônica,Brasil
0,Quando é o dia da raça mista comemorado no Amazonas,27 de junho
0,Qual é o nome científico para o manatee amazônico?,Trichechus inunguuis.
0,Quando a época da colheita do etanol do Brasil começa,Abril a novembro
0,qual região do Brasil tem a mais alta renda per capita,Amazonas.
0,que tipo de terra é Brasil sem o rio voando,deserto
0,"""O romance"" ""Mar da Morte"" é definido em qual país? """,Bahia.
0,Qual oceano separa o Brasil e a Nigéria,oceano Atlântico
0,Quem ganhou temporada 4 de Imdolos Brasil,Saulo Roston.
0,Onde está Leblon Beach no Rio de Janeiro,Zona sul
0,Qual é o nome da maior árvore da floresta amazônica,castanha do Brasil
0,Quantos municípios o Pantanal tem,12
0,Em que meses a temperatura do mar do Rio de Janeiro atinge sua menor,Fevereiro e março
0,Quem ganhou 1ª temporada de Dolos Brasil,Leandro Lopes.
0,Quem nomeou o Cerrado a savana mais rica do mundo,Fundo mundial para a natureza
0,Qual é a principal ameaça à biodiversidade do Brasil,desmatamento
0,Que tipo de música os tubos marinhos brasileiros tambor e corpos de bugle,música de campo.
0,Quantos grandes subtipos climáticos o Brasil,seis
0,Qual é a maior zona húmida interior na América do Sul,Pantanal.
1,Lobatus Goliath é um caracol do mar nativo a qual país,Brasil
0,onde é a taxa de desmatamento mais rápida do mundo,Brasil
1,em que país sul-americano você encontraria Maresias Beach,Brasil
1,Onde a noronha ela pode ser encontrada?,Fernando de Noronha
0,Quem gerencia o Parque Nacional de são Joaquim em Santa Catarina,Chico Mendes Institute for Biodiversity Conservation
1,Qual é o nome do novo navio de pesquisa no Brasil,Crucis Alpha
0,onde está o pântano de asa de andorinha encontrado,Brasil
0,A floresta nacional de Roraima é uma área de extensa,Ranching de gado
0,Quando Phlegra Montes se tornou um maciço amazônico?,1973
0,Quais são as regiões geográficas da Bahia?,Mata Atlântica
0,A reserva patrimonial natural privada de Salto Morato protege qual área,Mata Atlântica
0,Qual é o nome da tribo da floresta amazônica que tem medo de fantasmas,Wari '
1,O campo de óleo de Roncador fica fora da costa de qual cidade,Rio de Janeiro
0,Que tipo de animal está no Parque Nacional Pau Brasil,jaguar
0,Pico da Neblina é a montanha mais alta em que país sul-americano,Brasil
0,Quem Peter Fleming procurar na selva brasileira,Coronel Percy Fawcett.
0,Onde a floresta amazônica cai no oceano?,o mar do Caribe.
0,o jaguar rã de árvore focada é endêmica a qual país,Brasil
0,onde a maior parte do desmatamento no Brasil vem de,criadores de gado
0,O parque indígena Xingu é em que estado do Brasil,Mato Grosso.
1,Quanto tempo é o litoral mais longo da Bahia,"1,103 km."
0,Qual rio flui ao longo do eixo central da Bacia do Paraná,O rio Paraná
0,Qual é o nome do rio Rio Grande do Sul,Grande rio do sul
0,Onde fica o rio Amazonas na América do Sul,Brasil
0,O que é um exemplo de uma grande área no Peru,floresta amazônica
0,Onde fica o deserto de Caatinga localizado no Brasil,Interior nordeste do Brasil.
0,Qual é o número estimado de espécies fúngicas no Brasil,2000
0,Quantas espécies de tamarina leão existem no Brasil,Quatro.
0,A doença Pênfigo é endêmica a que país,Brasil
0,Quando o burro jaguar ganhou o Grande Prêmio do Brasil?,2004
0,Tupiniquim é um povo indígena do qual país sul-americano,Brasil
0,Que tipo de animais morreu no acidente de mineração no Brasil,peixe
1,Qual é o nome da praia perto do Rio no Brasil,Copacabana.
0,desde quando o número de turistas brasileiros viajando no exterior vem crescendo,2003
0,Que porcentagem das espécies de árvores são endêmicas para a Mata Atlântica,Mais de 52%
0,Quando o Brasil parou de vender produtos de origem animal?,2014
1,Quantas espécies endêmicas estão nas ilhas de Alcatrazes,20
0,O que você tem que tomar para ser considerado para a guarda amazônica?,juramento de castidade
0,Quanto a taxa de desmatamento no Brasil caiu entre 2004 e 2008,52%
0,Quando foi a bandeira indiana adotada pelo Amazonas,21 de agosto de 1974
0,Yumbilla Falls é em qual região do Peru,Amazonas.
0,"Qual é o nome do território indígena no Brasil, onde os Matsés vivem",Vale do Javari
0,Qual é a principal causa de desertificação no Brasil,desmatamento
0,Que cordilheira passa por Minas Gerais e Bahia,T.
0,Qual porcentagem de produtos brasileiros são feitos por silvicultura comercial,65%
0,Qual é o tema principal da Florencia en El Amazonas,realismo mágico
0,quando foi o ídolo dourado encontrado na selva amazônica,1936
1,Corpo marinho brasileiro é um ramo de,Marinha brasileira
0,O que está poluindo o rio Kayapo no Brasil,mineração de ouro
0,Qual é o nome científico para os roedores oryzomiine encontrados no Cerrado,Cerradomys.
0,Quando acontece o Festival de Cinema da Amazonas?,novembro
0,onde está o periquito dourado encontrado no Brasil,Bacia do Amazonas
0,Quando Manaus foi construída no Amazonas,1669
0,Onde os macacos MICO vivem no mundo?,Oriental Brasil.
0,Quanto da floresta atlântica é de pernas rosa,7 por cento
0,Onde os Corydoras Polystictus encontrados na América do Sul,Bacia do rio Paraguai no Brasil
0,Quando a Constituição Brasileira reconheceu os direitos dos povos indígenas,1988
0,Onde estão os peixes Teleocichla encontrados no Brasil?,Bacia do rio Amazon
0,Quantos taxonomistas estão trabalhando na lista de flora brasileiras,mais de 400.
0,O sistema de vigilância Amazonas é usado para monitorar qual área do Brasil,Amazônia legal
0,Qual é o nome da empresa brasileira de reserva da empresa MetaSearch,Mundi.
0,Quando a temporada 2 de Floribama Shore sai,9 de julho de 2018
0,A operação AntiSec tem como alvo o governo brasileiro e qual empresa de energia,Petrobras
0,A formação geológica do Brasil é muito antiga em comparação com as outras montanhas,Andes.
1,Qual é a única ilha do Brasil que tem uma população permanente,Fernando de Noronha
0,Quando o Brasil começou a produção de energia nuclear?,1 de junho de 2010.
1,Qual país tem a praia mais longa do mundo,Brasil
1,quão longe são as ilhas de Alcatrazes de são Sebolo,35 km
0,Que animais morreram no acidente de mineração no Brasil,peixe
1,Qual é o nome da ilha de Fernando de Noronha,Q.
0,quanto vale a Bahia esmeralda no eBay,US $ 75 milhões
1,"Qual é o nome da ilha no Brasil, onde Spinosaurus e Sigil",Cajual
0,Qual país tem a maior parte do rio Amazonas?,Brasil
0,De onde vem a árvore de Stipitata Eugenia,Vegetação da floresta amazônica
0,O bovino de Pantaneiro no Brasil é apenas um exemplo de animais em risco de,extinção
0,Que tipo de pássaro vive no dossel da floresta amazônica,o tucano.
1,"a baía das ilhas tem o céu mais azul do mundo, qual cidade tem o",Rio de Janeiro
0,A Universidade Federal do Amazonas é em qual cidade,Manaus.
0,Que tipo de floresta é em caverna do diabo,Mata Atlântica
0,onde fica a maior parte da floresta amazônica localizada,Brasil
0,Montanhas Tumucumaque do Brasil é nomeada após o alcance da montanha,As montanhas Tumuk Humak
0,qual região do Paraguai tem mais chuvas,a região do paranaense.
0,Qual é o foco principal dos bancos da China no Brasil?,Infraestrutura de energia
0,Qual é a capital do Departamento de Amazonas da Colômbia,Leticia
0,Em qual cidade a conferência da ONU sobre o ambiente e o desenvolvimento realizou em 1992,Rio de Janeiro
0,Qual país tem um dos sistemas fluviais mais extensos do mundo,Brasil
0,Qual é o nome do diamante azul no Brasil?,O paraíso do oceano
0,Onde as lembranças do deserto ocorrem,Rio de Janeiro
0,Onde o filme Anaconda deveria estar localizado,floresta amazônica
0,Quem é o narrador em Huerto Cerrado,Manolo
0,qual cidade no Brasil foi a primeira sede geral do governo em 1552,Salvador
0,Onde está Guiana Amazonian Park localizado em um mapa do mundo,Guiana Francesa
0,onde está o comércio de feijão de soja concentrado na Amazônia,Brasil
0,Olokun é a deusa do mar em que país sul-americano,Brasil
0,Quantos submarinos o Brasil tem na guerra,Quatro.
0,Qual artigo da Constituição Brasileira proíbe a venda de armas de fogo,Artigo 35.
0,Onde está o pântano branco do sopro de orelhas encontrado,Brasil
0,qual goleiro brasileiro foi enviado para uma falta sobre o Ronaldinho em,Marinheiro David.
0,O mar argentino recebe que atual do norte,Brasil atual
0,Qual é a parte mais remota da Guiana Francesa?,a floresta amazônica
0,"Na mitologia grega, qual foi a capital dos amazônicos",Themsiscyra.
0,Que porcentagem da mata no início do Atlântico tornou-se decídua no resfriamento de,7%
0,Quando a chuva cai na bacia do rio Pantanal?,entre novembro e março
0,Quantos livros existem na nova Amazônia,quinze
0,Quem faz o modelo Rossi 971 pistola,Rossi empresa de arma de fogo do Brasil
0,Quando a Ascensão FrigateBird raça no Brasil,a cada dois anos
